,id,name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,review_per_month
3204,1013715358826974891,"12 minutes to South station, Free parking",Dorchester,42.29930250322092,-71.08274409397451,Entire home/apt,190.0,7,0,NA,1.79,1,250,0,STR-555318,1.79
3205,1013768855136033376,"""Modern Haven: Your Stylish Airbnb Retreat""",Dorchester,42.29298505258916,-71.05428513354633,Entire home/apt,184.68,1,11,2024-09-25,1.13,1,0,11,STR-543766,1.13
3206,1013809941350572051,Beautiful rooms near red line!,Dorchester,42.29889,-71.06402,Private room,150.0,1,0,NA,1.79,1,269,0,STR-582651,1.79
3207,1013856506204054751,Home-Like 3BR-2BA Apt Near T,Dorchester,42.31184897218913,-71.05148773124715,Entire home/apt,244.0,2,48,2024-11-24,4.06,10,81,48,STR-540362,4.06
3208,1013870249352984608,"TD Garden,Celtics/Bruins, Lil Italy,North End",Downtown,42.36629,-71.05851,Entire home/apt,132.0,2,63,2024-12-05,4.77,9,267,58,Exempt: This listing is a unit used for furnished institutional or business stays,4.77
3209,1014290973000187924,"Blueground | Downtown, concierge, w/d & gym",Downtown,42.3537627,-71.05305440000001,Entire home/apt,149.0,32,0,NA,1.79,352,305,0,NA,1.79
3210,1014554714716976388,Sunny Bedroom + Private Bath,Dorchester,42.28328,-71.07392,Private room,60.0,30,0,NA,1.79,19,294,0,NA,1.79
3211,1014835004620996772,2 BDR/2b- walk to Seaport & BCEC,South Boston,42.33951,-71.04908,Entire home/apt,362.0,1,90,2024-12-13,6.89,1,213,86,STR-541462,6.89
3212,1015984680697576747,King Studio Room at Hotel Boston,Brighton,42.3417319,-71.1431193,Private room,184.68,1,4,2024-06-11,0.29,3,363,1,Exempt: This listing is a hotel or motel,0.29
3213,1016049727705272154,Smart Queen Bedr w/ Ensuite Bathr,Dorchester,42.2972962717414,-71.07495618643411,Private room,71.0,31,2,2024-07-31,0.19,5,61,2,STR-540680,0.19
3214,1016073168618373294,Chic Queen Bedr Shared Bathroom,Dorchester,42.29909119250435,-71.07462229640532,Private room,184.68,31,4,2024-11-01,0.38,5,8,4,STR-540680,0.38
3215,1016119071461080309,Calm Queen Bedr Shared Bathroom,Dorchester,42.29847,-71.07686,Private room,184.68,31,3,2024-08-04,0.35,5,0,3,STR-540680,0.35
3216,1016771813072355717,Luxury water view Boston pond,Jamaica Plain,42.32854,-71.11176,Entire home/apt,528.0,7,0,NA,1.79,10,365,0,Exempt: This listing is a unit used for furnished institutional or business stays,1.79
3217,1016785075183271410,Outstanding luxury 2Br 2Ba apartment,Jamaica Plain,42.32866,-71.11061,Entire home/apt,699.0,2,3,2024-09-20,0.62,10,365,3,Exempt: This listing is a unit used for furnished institutional or business stays,0.62
3218,1018127929937989644,Cozy Smart Green 3BR ZNE Home,Dorchester,42.29885220791151,-71.07522677417856,Entire home/apt,152.0,31,0,NA,1.79,5,138,0,STR-540680,1.79
3219,1018290267718030960,Back-Bay Penthouse Downtown & Parking & GYM,Bay Village,42.3504464,-71.06818659999999,Entire home/apt,470.0,3,33,2024-11-10,2.47,13,78,31,Exempt: This listing is a unit that has contracts with hospitals,2.47
3220,1018394463652385372,Cozy Room close to downtown Boston,Roxbury,42.3167015,-71.09033,Private room,47.0,2,15,2024-10-27,1.38,1,90,15,STR-545309,1.38
3221,1018956196236343821,Roomy 4bed loft | Family Friendly,Downtown,42.35514,-71.06029,Entire home/apt,418.0,1,65,2024-12-04,4.81,58,310,58,STR-466837,4.81
3222,1019496762697723930,"Blueground | Back Bay, gym & w/d, nr shopping",Bay Village,42.34992,-71.06943,Entire home/apt,182.0,32,0,NA,1.79,352,337,0,NA,1.79
3223,1019584694797746410,Savin Hill Private Modern Private Room,Dorchester,42.31522399948368,-71.06012639303404,Private room,75.0,91,0,NA,1.79,2,270,0,NA,1.79
3224,1019667084687289646,Radiant Luxury Getaway | Near South End,Roxbury,42.3295609,-71.0876618,Entire home/apt,303.0,1,12,2024-11-27,0.92,2,314,11,STR-425117,0.92
3225,1020296447203773647,(W8) NEW! Bright South End Studio! NEW!,South End,42.33790172066384,-71.07590622802655,Entire home/apt,103.0,1,57,2024-12-01,4.3,3,235,55,Exempt: This listing is a unit that has contracts with hospitals,4.3
3226,1020315821798174419,Modern 1 BR Apt w| Full Kitchen & Private Driveway,Mattapan,42.27187897503607,-71.10258345199047,Entire home/apt,162.0,1,60,2024-11-29,4.44,1,176,54,STR-532120,4.44
3227,1021168700079441081,Cozy Room with 2 Beds and Den: Sofa & TV@3rd Floor,West Roxbury,42.27806935267941,-71.14832114425923,Private room,88.0,1,32,2024-12-14,2.4,4,257,29,STR-542608,2.4
3228,1021189333964851646,Charming & Cozy Large Room with 2 Single Beds & TV,West Roxbury,42.27645686721316,-71.14642770989873,Private room,88.0,1,22,2024-11-12,1.83,4,260,22,STR-542608,1.83
3229,1021753022081406253,Modern Apartment in Boston's Best Neighborhood,Jamaica Plain,42.30401249644647,-71.11837146395702,Entire home/apt,195.0,2,36,2024-12-07,3.0,1,17,36,STR-541342,3.0
3230,1022395528118687422,Modern & Stylish 1-BR Condo near Downtown,Roxbury,42.3183,-71.07806,Entire home/apt,110.0,1,55,2024-11-30,4.14,3,249,51,STR-464328,4.14
3231,1022432953309125008,Near Harvard Business 2-1,Allston,42.359346922456304,-71.13100193016858,Private room,46.0,1,86,2024-12-16,6.45,7,358,82,str-544976,6.45
3232,1022550200701829396,Ground floor spacious apt.,Roslindale,42.2907942,-71.1232016,Entire home/apt,212.0,2,14,2024-08-25,1.06,2,233,13,STR-544729,1.06
3233,1022591865756603601,Harbor View Close to Airport!,East Boston,42.38570030038229,-71.00454597981516,Entire home/apt,184.68,29,11,2024-07-21,1.17,1,0,11,STR-573145,1.17
3234,1022610743545208365,"TDGarden,Celtics/Bruins, Lil Italy,North End",North End,42.367698809340304,-71.05652550646049,Entire home/apt,127.0,2,65,2024-12-02,4.81,9,210,59,Exempt: This listing is a unit used for furnished institutional or business stays,4.81
3235,1022632138884104441,"(MGH9-2) Relax in Beacon Hill, MGH",Beacon Hill,42.36059691812873,-71.06669379762403,Entire home/apt,146.0,1,47,2024-11-26,3.54,76,163,45,STR-543851,3.54
3236,1022693760006872584,"TDGarden,Celtics/Bruins, Lil Italy,North End",North End,42.36572,-71.05739,Entire home/apt,122.0,2,71,2024-11-24,5.31,9,247,67,Exempt: This listing is a unit used for furnished institutional or business stays,5.31
3237,1022712051180408897,"(MGH7-2) Escape to Beacon Hill, Close to Hospital!",Beacon Hill,42.36074191274217,-71.06712585168069,Entire home/apt,146.0,1,28,2024-11-21,3.47,76,185,28,str-543851,3.47
3238,1023171573296711810,(J7) Cute Studio in Back Bay!,Back Bay,42.35351574583494,-71.07594637821757,Entire home/apt,110.0,1,43,2024-11-24,3.51,76,219,42,STR-571637,3.51
3239,1023219312891821978,Gorgeous 1BR in Downtown Boston 1308,Downtown,42.35293655096464,-71.06337047175784,Entire home/apt,85.0,1,27,2024-12-15,2.07,93,355,25,Exempt: This listing is a unit that has contracts with hospitals,2.07
3240,1023250667892620550,(J8) Modern Studio in Back Bay!,Back Bay,42.3538,-71.07615,Entire home/apt,124.0,1,40,2024-11-13,3.01,76,229,39,Exempt: This listing is a unit that has contracts with hospitals,3.01
3241,1023273262818823373,(T6) Boho Studio in the South End,South End,42.34085,-71.07557,Entire home/apt,107.0,1,31,2024-11-03,2.35,76,240,28,str-561975,2.35
3242,1023342935103052115,Luxury apt in Boston,Jamaica Plain,42.32844,-71.1123,Entire home/apt,599.0,1,0,NA,1.79,62,365,0,STR-274567,1.79
3243,1023349178650214232,Stunning Unique And Very Upscale Boston,Jamaica Plain,42.32854,-71.11036,Entire home/apt,470.0,2,9,2024-11-01,0.76,62,310,9,STR-543576,0.76
3244,1023408052086856440,Luxury 3Br2Br Jamica pond Boston,Mission Hill,42.32981704417486,-71.11246502615985,Entire home/apt,299.0,2,0,NA,1.79,62,284,0,STR-547654,1.79
3245,1023422094538896286,Amazing 2br 2ba unit by the lake,Jamaica Plain,42.32878,-71.11218,Entire home/apt,288.0,3,7,2024-10-19,0.58,62,301,7,str-007933,0.58
3246,1023431492984289691,Fabulous 2br 2ba unit lake view,Jamaica Plain,42.32841,-71.111,Entire home/apt,184.68,5,11,2024-12-02,0.88,62,257,10,str-896639,0.88
3247,1023431870317596538,King Bed Apartment | Middle of Boston,Roxbury,42.32776745773926,-71.08654071441475,Entire home/apt,96.0,1,42,2024-12-15,10.08,6,134,42,STR-571341,10.08
3248,1023436008218851375,High end 2 Br 2Ba apt South end Boston Prudential,South End,42.34610138053132,-71.06360214864885,Entire home/apt,499.0,1,14,2024-11-10,1.18,62,170,14,STR-634598,1.18
3249,1023475844472913426,Spacious apartment in back bay heart amazing view,Back Bay,42.34823,-71.08031,Entire home/apt,269.0,14,3,2024-10-07,0.98,62,304,3,str-678299,0.98
3250,1023481730628193684,Luxurious 2BR 2BA Back bay heart with amazing view,Back Bay,42.3492,-71.08039,Entire home/apt,299.0,28,6,2024-11-24,0.51,62,289,6,str-679194,0.51
3251,1023516976252196260,Luxury 2BR 2BA South end Boston Balcony MGH,South End,42.34580178762644,-71.06469002087739,Entire home/apt,313.0,3,34,2024-12-01,2.9,62,305,34,STR-463524,2.9
3253,1023783334511546029,Cozy and Cute Value Studio!,South End,42.34089,-71.08008,Entire home/apt,99.0,1,5,2024-11-10,0.68,33,327,5,STR-457097,0.68
3254,1023822418737135281,Boston Central Location Chinatown Famous Nightlife,Downtown,42.35255,-71.0636,Entire home/apt,98.0,1,38,2024-11-14,3.08,3,82,37,STR-544951,3.08
3255,1023901162503341598,"(FB2) Fenway 3 Brm, W/D Near Hospitals!",Fenway,42.34147619289917,-71.09977461148691,Entire home/apt,178.0,1,83,2024-12-05,6.37,76,204,80,STR-571666,6.37
3256,1023921486779871416,Peaceful South End Studio!,Back Bay,42.34387,-71.08354,Entire home/apt,150.0,1,13,2024-11-22,1.01,58,329,11,Exempt: This listing is a unit that has contracts with hospitals,1.01
3257,1023968409024670674,3 Bed w/ Free Parking at the Heart of North End,Downtown,42.36717,-71.05893,Entire home/apt,189.0,3,38,2024-11-20,3.21,20,307,38,STR-461702,3.21
3258,1024009392861605705,Nice Oasis Nr.Downtown & Airport,East Boston,42.37809941816045,-71.03205981485941,Entire home/apt,79.0,3,30,2024-12-06,2.54,13,80,30,STR-419049,2.54
3259,1024012837777489958,Blissful South End Studio,Back Bay,42.34384137170786,-71.08242039882325,Entire home/apt,122.0,1,32,2024-11-11,2.42,58,310,28,Exempt: This listing is a unit that has contracts with hospitals,2.42
3260,1024014077134692634,Luxury water view 2 Br 2Ba Boston,Jamaica Plain,42.32835,-71.11052,Entire home/apt,490.0,29,5,2024-09-09,0.42,62,272,5,Str-735468,0.42
3261,1024022979524765652,Great 3 Bedroom Close To Boston,Roslindale,42.279661424027694,-71.11763174393255,Entire home/apt,110.0,4,24,2024-11-11,1.81,13,82,23,STR-419049,1.81
3262,1024023972093973958,Stylish South End Studio,Back Bay,42.34194183953198,-71.08277018589747,Entire home/apt,184.68,1,42,2024-11-28,3.17,58,299,41,Exempt: This listing is a unit that has contracts with hospitals,3.17
3263,1024024856093841989,Modern Simple Studio | South End,Back Bay,42.34202649923439,-71.08364584755324,Entire home/apt,184.68,1,10,2024-09-20,0.78,58,344,9,Exempt: This listing is a unit that has contracts with hospitals,0.78
3264,1024031166284164679,(C1) Charming Studio in Back Bay Boston,Fenway,42.34782620453606,-71.09042789612064,Entire home/apt,87.0,1,44,2024-11-11,3.29,76,65,42,STR-571669,3.29
3265,1024032191832813325,"(F31) Fenway Park, 2 Beds, Sunny, Simple & Clean!",Fenway,42.342726029626704,-71.09958197662118,Entire home/apt,155.0,1,58,2024-11-25,4.6,76,216,57,STR-571661,4.6
3266,1024035800227465512,Newly Renovated w/ Exposed Brick,South End,42.34182,-71.0817,Entire home/apt,111.0,1,26,2024-11-25,2.07,58,313,25,Exempt: This listing is a unit that has contracts with hospitals,2.07
3267,1024058902758999248,Spacious 2bd/1ba | Free Parking | 3D TOUR 8959,Dorchester,42.29569215689209,-71.08427050624627,Entire home/apt,109.0,1,29,2024-12-18,2.19,93,334,25,STR-515555,2.19
3268,1024065841631581431,Bright & Cozy Studio Apartment,Back Bay,42.34292251487912,-71.0823479515786,Entire home/apt,134.0,1,39,2024-11-06,3.11,58,294,36,Exempt: This listing is a unit that has contracts with hospitals,3.11
3269,1024213782261169207,E_Room 4 miles To Downtown Boston/BCEC,Dorchester,42.32433,-71.06019,Private room,79.0,1,36,2024-10-27,2.77,9,342,31,STR-545055,2.77
3270,1024226149948218341,Luxury 2Br 2Ba Boston Hospitals,Jamaica Plain,42.32828,-71.11215,Entire home/apt,213.0,2,8,2024-12-02,1.52,62,299,8,str-456734,1.52
3271,1024238435655617718,Apartment in Historic Charlestown/view of the city,Charlestown,42.37994142842821,-71.067157278714,Entire home/apt,125.0,29,1,2024-10-03,0.38,1,68,1,NA,0.38
3272,1024251769810288945,F_Room 4 miles To Downtown Boston/BCEC,Dorchester,42.32428,-71.05868,Private room,68.0,1,43,2024-11-22,3.25,9,356,34,STR-545055,3.25
3273,1024254850573027963,Fancy 2Br 2Ba Boston Jamica pond,Jamaica Plain,42.32825,-71.11078,Entire home/apt,490.0,1,3,2024-10-20,0.4,62,267,3,str-456345,0.4
3274,1024263072659351531,G_Room 4 miles To Downtown Boston/BCEC,Dorchester,42.32320737453472,-71.060633815868,Private room,68.0,1,32,2024-10-19,2.49,9,328,29,STR-545055,2.49
3275,1024275211393339254,H_Room 4 miles To Downtown Boston/BCEC,Dorchester,42.32428691477431,-71.06022887408173,Private room,68.0,1,26,2024-08-17,1.98,9,352,24,STR-545055,1.98
3276,1024374903775398710,"Blueground | South End, in-unit w/d, nr museum",South End,42.3365973,-71.0742753,Entire home/apt,184.68,32,0,NA,1.79,352,345,0,NA,1.79
3277,1024455469327646600,Individual bedroom 2,Dorchester,42.29204,-71.0744,Private room,76.0,1,33,2024-12-16,2.47,4,361,31,STR-544890,2.47
3278,1024462753101370264,Individual bedroom 3,Dorchester,42.29325,-71.07544,Private room,76.0,1,19,2024-11-24,2.51,4,365,19,STR-544890,2.51
3279,1024531019634122184,C_Small DoubleNear Downtown Boston (5 miles),Dorchester,42.303297338260215,-71.0658498145345,Private room,76.0,1,10,2024-10-08,0.77,11,354,6,STR-545039,0.77
3280,1024531795851771780,A_Small Double Near Downtown Boston (5 miles),Dorchester,42.30317004114278,-71.06408066401355,Private room,76.0,1,17,2024-12-03,1.28,11,330,14,STR-525122,1.28
3281,1024561018402020307,B_Triple Bed  Near Downtown Boston (5 miles),Dorchester,42.30326017552693,-71.06580831446388,Private room,80.0,1,2,2023-12-20,0.15,11,354,0,STR-525122,0.15
3282,1024569526167610408,Back Bay Simple Studio Apartment,Back Bay,42.34236997709145,-71.08229194664042,Entire home/apt,108.0,1,46,2024-11-27,3.51,58,295,45,Exempt: This listing is a unit that has contracts with hospitals,3.51
3283,1024613337672259170,Harmonious South End Studio,Back Bay,42.34439365760706,-71.08243918077443,Entire home/apt,122.0,1,34,2024-11-17,3.02,58,213,34,Exempt: This listing is a unit that has contracts with hospitals,3.02
3284,1024619760413189187,Artisan Brick South End Loft,Back Bay,42.34206361184879,-71.08293509872813,Entire home/apt,111.0,1,31,2024-10-27,2.53,58,290,30,Exempt: This listing is a unit that has contracts with hospitals,2.53
3285,1024625975476874232,(4GA) A Beacon Hill Favorite! Private Entrance!,Beacon Hill,42.35923,-71.06807,Entire home/apt,139.0,1,57,2024-12-05,4.62,76,247,56,STR-531165,4.62
3286,1024642924142042035,South End Serene Studio,Back Bay,42.34366249280002,-71.08360600228824,Entire home/apt,104.0,1,30,2024-11-19,2.3,58,325,29,Exempt: This listing is a unit that has contracts with hospitals,2.3
3287,1024653749331420285,Comfy Cozy APT Heart of Downtown BOS Common Garden,Downtown,42.35053530592508,-71.06397943403081,Entire home/apt,118.0,1,44,2024-11-15,3.5,3,141,42,STR-545048,3.5
3288,1024682421331023294,Sophisticated 2BR/2BA APT Fenway Modern furniture,Fenway,42.34862,-71.10182,Entire home/apt,428.0,6,0,NA,1.79,62,301,0,Str-082689,1.79
3289,1024683104454233170,Sleek Back Bay Studio,Back Bay,42.34384134651872,-71.08238685739447,Entire home/apt,184.68,1,23,2024-11-24,1.84,58,361,22,Exempt: This listing is a unit that has contracts with hospitals,1.84
3290,1024683121380587770,Old Charm Back Bay Studio Apt,South End,42.34177252522688,-71.08264023241773,Entire home/apt,97.0,1,23,2024-11-14,1.93,58,306,23,Exempt: This listing is a unit that has contracts with hospitals,1.93
3291,1024695555419416310,Cozy Fenway 1BR Walk to MIT,Back Bay,42.35012,-71.08983,Entire home/apt,92.0,1,47,2024-11-29,3.85,67,265,47,Exempt: This listing is a unit that has contracts with hospitals,3.85
3292,1024708323055242322,Quiet Studio Circa South End,South End,42.34157,-71.08288,Entire home/apt,139.0,1,27,2024-11-02,2.24,58,295,27,Exempt: This listing is a unit that has contracts with hospitals,2.24
3293,1024722685916259203,Retro Studio on Quiet Street,Back Bay,42.34333,-71.08438,Entire home/apt,130.0,1,23,2024-11-17,1.93,58,333,23,Exempt: This listing is a unit that has contracts with hospitals,1.93
3294,1024726941744490674,Stunning 1BR | Steps to Fenway!,Fenway,42.34875257267978,-71.09304196081419,Entire home/apt,99.0,1,55,2024-11-25,4.16,67,269,52,Exempt: This listing is a unit that has contracts with hospitals,4.16
3295,1024732228158881755,Renovated One Bedroom in Back Bay,Back Bay,42.34977689999999,-71.089541,Entire home/apt,209.0,10,23,2024-11-24,1.85,16,87,21,STR-544863,1.85
3296,1024732641514274936,Cozy Studio near Prudential Ctr,Back Bay,42.34287738519131,-71.08209223575341,Entire home/apt,109.0,1,20,2024-11-08,2.15,58,345,20,Exempt: This listing is a unit that has contracts with hospitals,2.15
3297,1024742511565966009,Comfy 3 Bedroom Close To Boston,Roslindale,42.2774958769213,-71.11892810423439,Entire home/apt,184.68,3,14,2024-11-10,1.07,13,84,13,STR-419049,1.07
3298,1024750087521979013,Elegant Prudential Area Studio,Back Bay,42.34206754592152,-71.0836660312082,Entire home/apt,124.0,1,25,2024-09-25,1.91,58,296,23,Exempt: This listing is a unit that has contracts with hospitals,1.91
3299,1024766639203763026,Prudential Area Loft Retreat,Fenway,42.34194771161767,-71.08430150008486,Entire home/apt,119.0,1,25,2024-11-06,2.04,58,309,24,Exempt: This listing is a unit that has contracts with hospitals,2.04
3300,1024772413434206757,Cozy & Modern 1 Br | Kenmore Sq!,Fenway,42.34753,-71.09471,Entire home/apt,99.0,1,61,2024-11-21,5.37,67,262,61,Exempt: This listing is a unit that has contracts with hospitals,5.37
3301,1024779410341221861,Serene South End Studio,Back Bay,42.34353957274735,-71.08375864700918,Entire home/apt,117.0,1,32,2024-11-29,2.5,58,280,30,Exempt: This listing is a unit that has contracts with hospitals,2.5
3302,1024781489703994859,Studio Close to Longwood Medical,Longwood Medical Area,42.34197,-71.10255,Entire home/apt,92.0,1,40,2024-12-04,3.38,58,244,40,Exempt: This listing is a unit that has contracts with hospitals,3.38
3303,1024786319245833541,Tranquil South End Studio,Back Bay,42.34442,-71.08269,Entire home/apt,116.0,1,32,2024-11-26,2.74,58,338,32,Exempt: This listing is a unit that has contracts with hospitals,2.74
3304,1024909047168877138,Bright & Spacious Fenway Studio,Fenway,42.34388487415769,-71.10380212162876,Entire home/apt,86.0,1,60,2024-11-26,4.66,58,34,58,Exempt: This listing is a unit that has contracts with hospitals,4.66
3305,1024913449187984636,"UMass Boston, Beach, Renovated, CA, In-Unit Lau",Dorchester,42.31112917465658,-71.04576539654865,Entire home/apt,184.68,29,0,NA,1.79,40,355,0,NA,1.79
3306,1024957968489135882,D_Triple Bed  Near Downtown Boston (5 miles),Dorchester,42.30309,-71.0657,Private room,76.0,1,11,2024-12-10,0.83,11,272,7,STR-545039,0.83
3307,1024967885283505532,H_Triple Bed  Near Downtown Boston (5 miles),Dorchester,42.30362,-71.066,Private room,184.68,1,16,2024-10-28,1.23,11,280,10,STR-545056,1.23
3308,1024968111334874972,G_Small Double Near Downtown Boston (5 miles),Dorchester,42.30131,-71.0647,Private room,80.0,1,12,2024-05-08,0.92,11,190,10,STR-545056,0.92
3309,1024968403716975800,F_Triple Bed  Near Downtown Boston (5 miles),Dorchester,42.30322,-71.06434,Private room,80.0,1,7,2024-05-31,0.54,11,278,3,STR-545056,0.54
3310,1024968770724383641,E_Small DoubleNear Downtown Boston (5 miles),Dorchester,42.30150250313112,-71.06572356187951,Private room,184.68,1,20,2024-10-12,1.52,11,275,15,STR-545039,1.52
3311,1025011120019358023,Downtown on Boston Common.1,Downtown,42.35122514726618,-71.06298213008692,Entire home/apt,92.0,1,69,2024-12-07,5.4,8,356,65,Exempt: This listing is a unit used for furnished institutional or business stays,5.4
3312,1025264703281838816,Studio Apt Steps to Hospitals,Fenway,42.34709,-71.10403,Entire home/apt,86.0,1,56,2024-10-29,4.97,58,8,56,Exempt: This listing is a unit that has contracts with hospitals,4.97
3313,1025278678755856566,Charming Theater District 1Br,Downtown,42.35055,-71.06672,Entire home/apt,121.0,1,40,2024-11-06,3.41,58,335,40,Exempt: This listing is a unit that has contracts with hospitals,3.41
3314,1025323016607042934,Quaint Studio | Close to Fenway,Back Bay,42.34245641956058,-71.0820513496512,Entire home/apt,184.68,1,17,2024-09-04,1.38,67,305,15,Exempt: This listing is a unit that has contracts with hospitals,1.38
3315,1025374673142495263,Beautiful Studio | Downtown | Near The T 2441,Downtown,42.351690883717055,-71.06329558806443,Entire home/apt,96.0,1,39,2024-12-05,3.35,93,361,39,Exempt: This listing is a unit that has contracts with hospitals,3.35
3316,1025382253340342306,"Modern, Chic 2 BR Apartment",Downtown,42.35691,-71.06234,Entire home/apt,212.0,1,77,2024-11-27,6.23,58,304,76,Exempt: This listing is a unit that has contracts with hospitals,6.23
3317,1025396128093310233,Peaceful Studio Close to Fenway,Fenway,42.341818077233306,-71.0837755947387,Entire home/apt,117.0,1,21,2024-11-17,1.69,67,300,19,Exempt: This listing is a unit that has contracts with hospitals,1.69
3318,1025403685732594353,Large Victorian Back Bay 1BR,Back Bay,42.34943,-71.08779,Entire home/apt,223.0,1,3,2024-04-16,0.23,67,0,2,Exempt: This listing is a unit that has contracts with hospitals,0.23
3319,1025404117677575559,Centrally Located Basic Studio,Back Bay,42.34354,-71.08395,Entire home/apt,95.0,1,43,2024-11-29,3.42,67,291,42,Exempt: This listing is a unit that has contracts with hospitals,3.42
3320,1025406230744831882,Wonderful South End Studio,Back Bay,42.343809818232536,-71.08242783624482,Entire home/apt,118.0,1,15,2024-06-22,1.21,67,305,14,Exempt: This listing is a unit that has contracts with hospitals,1.21
3321,1025419038360407436,Spacious Studio! | Back Bay,Back Bay,42.343566208390506,-71.08363189319233,Entire home/apt,116.0,1,33,2024-11-23,2.6,67,279,32,Exempt: This listing is a unit that has contracts with hospitals,2.6
3322,1025420770925726257,"Airy, Pet-friendly, FiDi studio",Downtown,42.35524926271063,-71.05802316807171,Entire home/apt,110.0,1,43,2024-12-02,3.29,67,325,42,STR-466828,3.29
3323,1025422661129027829,Petit Garden Level Micro Studio,Back Bay,42.34383067567055,-71.08398188222802,Entire home/apt,184.68,1,31,2024-11-28,3.39,67,302,31,Exempt: This listing is a unit that has contracts with hospitals,3.39
3324,1025423935350953497,Lovely Studio Apt | South End,Back Bay,42.34328,-71.0824,Entire home/apt,184.68,1,31,2024-09-01,2.76,67,324,31,Exempt: This listing is a unit that has contracts with hospitals,2.76
3325,1025436496698768744,Comfy Back Bay Alcove Studio Apt,Back Bay,42.34359614160613,-71.08379113931848,Entire home/apt,149.0,1,24,2024-11-29,1.82,67,311,23,Exempt: This listing is a unit that has contracts with hospitals,1.82
3326,1025448402116944193,Sunkissed Studio near South End,Back Bay,42.343189542397226,-71.08424337525861,Entire home/apt,165.0,1,39,2024-10-24,3.98,67,280,39,Exempt: This listing is a unit that has contracts with hospitals,3.98
3327,1025453548901747932,South End Serene Studio,Back Bay,42.344,-71.08199,Entire home/apt,103.0,1,11,2024-09-19,0.93,67,354,11,Exempt: This listing is a unit that has contracts with hospitals,0.93
3328,1025458498827538464,Chic Metro South End Studio,Back Bay,42.344074267889255,-71.08236483875825,Entire home/apt,124.0,1,19,2024-10-20,1.76,67,295,19,Exempt: This listing is a unit that has contracts with hospitals,1.76
3329,1025460229314814064,Modern South-End Studio Apt,Back Bay,42.34306,-71.08202,Entire home/apt,134.0,1,31,2024-10-14,2.55,67,353,31,Exempt: This listing is a unit that has contracts with hospitals,2.55
3330,1025468669310444393,Cozy South End Loft,Back Bay,42.34399,-71.08202,Entire home/apt,108.0,1,27,2024-11-14,2.2,67,307,26,Exempt: This listing is a unit that has contracts with hospitals,2.2
3331,1025469496917369707,South End Serene Studio,South End,42.34209609390428,-71.08235489107591,Entire home/apt,103.0,1,58,2024-11-15,4.63,67,298,55,Exempt: This listing is a unit that has contracts with hospitals,4.63
3332,1025474252988412689,Airy Studio | South End,Back Bay,42.34413,-71.0841,Entire home/apt,105.0,1,40,2024-11-24,4.43,67,287,40,Exempt: This listing is a unit that has contracts with hospitals,4.43
3333,1025476764139643869,Vibrant Studio!  Back Bay,Back Bay,42.342022653894986,-71.08380662426335,Entire home/apt,126.0,1,43,2024-11-29,3.24,67,323,41,Exempt: This listing is a unit that has contracts with hospitals,3.24
3334,1025478210021973541,Cozy Central South End Studio,Back Bay,42.342014849620426,-71.08287295462696,Entire home/apt,127.0,1,41,2024-11-19,3.32,67,333,40,Exempt: This listing is a unit that has contracts with hospitals,3.32
3335,1025488906006571995,"Serene Studio, Cozy Atmosphere",Fenway,42.34200714303508,-71.08401821448507,Entire home/apt,93.0,1,45,2024-11-25,3.68,67,301,44,Exempt: This listing is a unit that has contracts with hospitals,3.68
3336,1025498852099604411,Spacious 2BR | Keyless Entry,Downtown,42.35806851437237,-71.05307280691564,Entire home/apt,207.0,1,76,2024-11-28,6.25,67,312,76,Exempt: This listing is a unit that has contracts with hospitals,6.25
3337,1025501567708464630,Charming Studio Apt! | Back Bay,Back Bay,42.3440988965062,-71.08289709964436,Entire home/apt,102.0,1,57,2024-11-24,4.68,58,342,57,Exempt: This listing is a unit that has contracts with hospitals,4.68
3338,1025507657330232742,Peaceful Back Bay Studio,Back Bay,42.34416990962112,-71.0826014834566,Entire home/apt,110.0,1,32,2024-12-04,3.07,67,289,32,Exempt: This listing is a unit that has contracts with hospitals,3.07
3339,1025535755789264796,Modern Studio | South End,South End,42.34264797340697,-71.08177323575158,Entire home/apt,154.0,1,29,2024-09-25,2.31,58,20,27,Exempt: This listing is a unit that has contracts with hospitals,2.31
3340,1025555110634062758,Modern Apt. Theater District. BOST. Common.2,Downtown,42.3533868940093,-71.0635582269302,Entire home/apt,92.0,1,80,2024-12-16,6.05,8,360,73,Exempt: This listing is a unit used for furnished institutional or business stays,6.05
3341,1025556871044967026,Stellar South End Studio,Back Bay,42.34382,-71.08281,Entire home/apt,124.0,1,25,2024-10-31,1.88,58,253,22,Exempt: This listing is a unit that has contracts with hospitals,1.88
3342,1025694537530036286,Red Sox 3.1 NEU. Longwood Med.,Fenway,42.3416,-71.09813,Entire home/apt,92.0,1,63,2024-10-28,4.76,8,356,59,Exempt: This listing is a unit used for furnished institutional or business stays,4.76
3343,1025714468952765101,Red Sox. 2.1. Longwood. NEU.,Fenway,42.34391345458352,-71.10071764286766,Entire home/apt,92.0,1,88,2024-12-08,6.68,8,355,83,Exempt: This listing is a unit used for furnished institutional or business stays,6.68
